drug	gene
Sulfasalazine	ABCC2
Sulfasalazine	ABCG2
Sulfasalazine	ACAT1
Sulfasalazine	ALOX5
Sulfasalazine	CHUK
Sulfasalazine	IKBKB
Sulfasalazine	PLA2G1B
Sulfasalazine	PPARG
Sulfasalazine	PTGS1
Sulfasalazine	PTGS2
Sulfasalazine	SLC46A1
Sulfasalazine	SLC7A11
Sulfasalazine	SLCO1B1
Sulfasalazine	SLCO1B3
Sulfasalazine	SLCO2B1
Sulfasalazine	TBXAS1
Sulfathiazole	CYP19A1
Sulfinpyrazone	ABCB11
Sulfinpyrazone	ABCC1
Sulfinpyrazone	ABCC2
Sulfinpyrazone	ABCC3
Sulfinpyrazone	ABCC4
Sulfinpyrazone	ABCC5
Sulfinpyrazone	ABCC6
Sulfinpyrazone	CYP2B6
Sulfinpyrazone	CYP2C8
Sulfinpyrazone	CYP2C9
Sulfinpyrazone	CYP3A4
Sulfinpyrazone	FABP2
Sulfinpyrazone	NR1I2
Sulfinpyrazone	SLC22A12
Sulfisoxazole	CYP2C9
Sulindac	AKR1B1
Sulindac	AKR1B10
Sulindac	ALB
Sulindac	CYP1A1
Sulindac	MAPK3
Sulindac	PPARD
Sulindac	PTGDR2
Sulindac	PTGS1
Sulindac	PTGS2
Sulindac	SLC22A6
Sulodexide	SERPINC1
Sulodexide	SERPIND1
Sulpiride	ABCB1
Sulpiride	ABCG2
Sulpiride	ALB
Sulpiride	BCHE
Sulpiride	CA2
Sulpiride	CA3
Sulpiride	DRD2
Sulpiride	DRD3
Sulpiride	DRD4
Sulpiride	SLC22A1
Sulpiride	SLC22A2
Sulpiride	SLC22A3
Sulpiride	SLC47A1
Sulpiride	SLC47A2
Sulthiame	CA2
Sumatriptan	ABCB1
Sumatriptan	ABCG2
Sumatriptan	HTR1A
Sumatriptan	HTR1B
Sumatriptan	HTR1D
Sumatriptan	HTR1F
Sumatriptan	MAOA
Sumatriptan	SLCO1A2
Sumatriptan	SLCO1B1
Sunitinib	ABCB1
Sunitinib	ABCC2
Sunitinib	ABCC4
Sunitinib	ABCG2
Sunitinib	CSF1R
Sunitinib	CYP3A4
Sunitinib	CYP3A5
Sunitinib	CYP3A7
Sunitinib	FLT1
Sunitinib	FLT3
Sunitinib	FLT4
Sunitinib	KDR
Sunitinib	KIT
Sunitinib	PDGFRA
Sunitinib	PDGFRB
Suprofen	ALB
Suprofen	CYP2C9
Suprofen	PTGS1
Suprofen	PTGS2
Suprofen	SLC22A12
Suprofen	UGT1A1
Suprofen	UGT2B7
Susoctocog alfa	VWF
Suvorexant	ABCB1
Suvorexant	CYP3A4
Suvorexant	HCRTR1
Suvorexant	HCRTR2
Synthetic Conjugated Estrogens, A	CYP3A4
Synthetic Conjugated Estrogens, A	ESR1
Synthetic Conjugated Estrogens, A	SERPINA7
Synthetic Conjugated Estrogens, B	CYP3A4
Synthetic Conjugated Estrogens, B	ESR1
Synthetic Conjugated Estrogens, B	SERPINA7
Tacrine	ABCB1
Tacrine	ACHE
Tacrine	BCHE
Tacrine	CES1
Tacrine	CYP1A2
Tacrolimus	ABCA5
Tacrolimus	ABCB1
Tacrolimus	ALB
Tacrolimus	CYP3A4
Tacrolimus	CYP3A5
Tacrolimus	FKBP1A
Tacrolimus	ORM1
Tacrolimus	SLCO1B1
Tadalafil	CYP3A4
Tadalafil	PDE11A
Tadalafil	PDE5A
Tadalafil	PDE6G
Tafamidis	ABCG2
Tafamidis	SLC22A6
Tafamidis	SLC22A8
Tafamidis	TTR
Tafasitamab	CD19
Tafenoquine	CYP2D6
Tafenoquine	SLC22A2
Tafenoquine	SLC47A1
Tafenoquine	SLC47A2
Tafluprost	PTGFR
Tafluprost	PTGS2
Tagraxofusp	ARL2
Tagraxofusp	IL3RA
Talazoparib	ABCB1
Talazoparib	ABCG2
Talazoparib	PARP1
Talazoparib	PARP2
Talbutal	CHRNA4
Talbutal	CHRNA7
Talbutal	GABRA1
Talbutal	GABRA2
Talbutal	GABRA3
Talbutal	GABRA4
Talbutal	GABRA5
Talbutal	GABRA6
Talbutal	GRIA2
Talbutal	GRIK2
Tamoxifen	ABCA1
Tamoxifen	ABCB1
Tamoxifen	ABCB11
Tamoxifen	ABCC2
Tamoxifen	ABCG2
Tamoxifen	ALB
Tamoxifen	AR
Tamoxifen	CES1
Tamoxifen	CYP19A1
Tamoxifen	CYP1A1
Tamoxifen	CYP1A2
Tamoxifen	CYP1B1
Tamoxifen	CYP2A6
Tamoxifen	CYP2B6
Tamoxifen	CYP2C19
Tamoxifen	CYP2C8
Tamoxifen	CYP2C9
Tamoxifen	CYP2D6
Tamoxifen	CYP2E1
Tamoxifen	CYP3A4
Tamoxifen	CYP3A5
Tamoxifen	CYP3A7
Tamoxifen	EBP
Tamoxifen	ESR1
Tamoxifen	ESR2
Tamoxifen	ESRRG
Tamoxifen	FMO1
Tamoxifen	FMO3
Tamoxifen	KCNH2
Tamoxifen	MAPK8
Tamoxifen	NR1I2
Tamoxifen	PRKCA
Tamoxifen	SERPINA7
Tamoxifen	SHBG
Tamoxifen	SULT1A1
Tamoxifen	SULT1E1
Tamoxifen	SULT2A1
Tamoxifen	UGT1A10
Tamoxifen	UGT2B17
Tamoxifen	UGT2B7
Tamsulosin	ADRA1A
Tamsulosin	ADRA1B
Tamsulosin	ADRA1D
Tamsulosin	CYP2D6
Tamsulosin	CYP3A4
Tamsulosin	ORM1
Tapentadol	CYP2C19
Tapentadol	CYP2C9
Tapentadol	CYP2D6
Tapentadol	HTR3A
Tapentadol	OPRD1
Tapentadol	OPRK1
Tapentadol	OPRM1
Tapentadol	SLC6A2
Tapentadol	SLC6A4
Tapentadol	UGT1A9
Tapentadol	UGT2B7
Tasimelteon	CYP1A2
Tasimelteon	CYP3A4
Tasimelteon	MTNR1A
Tasimelteon	MTNR1B
Tasonermin	TNFRSF1A
Tasonermin	TNFRSF1B
Taurine	BAAT
Taurine	GABBR1
Taurine	GABRA1
Taurine	GLRA1
Taurine	GLRA2
Taurine	GLRA3
Taurine	GRIN2B
Taurine	SLC15A1
Taurine	SLC36A1
Taurine	SLC6A6
Taurine	TGM6
Taurocholic acid	ABCB1
Taurocholic acid	ABCB11
Taurocholic acid	ABCC1
Taurocholic acid	ABCC10
Taurocholic acid	ABCC11
Taurocholic acid	ABCC2
Taurocholic acid	ABCC3
Taurocholic acid	ABCC4
Taurocholic acid	ABCG2
Taurocholic acid	CEL
Taurocholic acid	FABP6
Taurocholic acid	NR1H4
Taurocholic acid	SLC10A1
Taurocholic acid	SLC10A2
Taurocholic acid	SLC16A1
Taurocholic acid	SLC22A6
Taurocholic acid	SLC22A8
Taurocholic acid	SLC51A
Taurocholic acid	SLC51B
Taurocholic acid	SLC7A11
Taurocholic acid	SLCO1A2
Taurocholic acid	SLCO1B1
Taurocholic acid	SLCO1B3
Taurocholic acid	SLCO1C1
Taurocholic acid	SLCO2B1
Taurocholic acid	SLCO3A1
Taurocholic acid	SLCO4A1
Tazarotene	CYP2C8
Tazarotene	RARA
Tazarotene	RARB
Tazarotene	RARG
Tazarotene	RXRB
Tazemetostat	ABCB1
Tazemetostat	ABCG2
Tazemetostat	CYP3A4
Tazemetostat	EZH1
Tazemetostat	EZH2
Tazemetostat	SLC47A1
Tazemetostat	SLC47A2
Tazobactam	SLC22A6
Tazobactam	SLC22A8
Technetium Tc-99m mebrofenin	SLCO1B1
Technetium Tc-99m mebrofenin	SLCO1B3
Technetium Tc-99m nofetumomab merpentan	EPCAM
Technetium Tc-99m nofetumomab merpentan	MS4A1
Technetium Tc-99m oxidronate	ALB
Technetium Tc-99m sestamibi	ABCB1
Technetium Tc-99m sestamibi	ABCC1
Technetium Tc-99m tetrofosmin	ABCB1
Technetium Tc-99m tilmanocept	MRC1
Tecovirimat	VARV-Envelope_protein_F13
Tecovirimat	UGT1A1
Tecovirimat	UGT1A4
Tedizolid	MAOA
Tedizolid	MAOB
Tedizolid phosphate	MAOA
Tedizolid phosphate	MAOB
Teduglutide	GLP2R
Tegafur	CYP1A2
Tegafur	CYP2A6
Tegafur	CYP2C8
Tegafur	CYP2E1
Tegafur	CYP3A5
Tegafur	SERPINA7
Tegafur	TYMS
Tegafur-uracil	CYP2A6
Tegafur-uracil	DPYD
Tegafur-uracil	SLC22A7
Tegafur-uracil	SLC28A1
Tegafur-uracil	SLC28A2
Tegafur-uracil	SLC28A3
Tegafur-uracil	SLC29A1
Tegafur-uracil	SLC29A2
Tegafur-uracil	TYMS
Tegaserod	ABCB1
Tegaserod	ABCG2
Tegaserod	CYP1A2
Tegaserod	CYP2C8
Tegaserod	CYP2D6
Tegaserod	CYP2E1
Tegaserod	HTR2A
Tegaserod	HTR2B
Tegaserod	HTR2C
Tegaserod	HTR4
Tegaserod	SLC6A4
Telaprevir	ABCB1
Telaprevir	ALB
Telaprevir	CYP3A4
Telaprevir	ORM1
Telaprevir	SLCO1B1
Telaprevir	SLCO2B1
Telithromycin	CYP3A4
Telithromycin	SLCO1B1
Telithromycin	SLCO1B3
Telmisartan	ABCB1
Telmisartan	ABCB11
Telmisartan	ABCC2
Telmisartan	ABCG2
Telmisartan	AGTR1
Telmisartan	CYP2C19
Telmisartan	PPARG
Telmisartan	UGT1A3
Telotristat ethyl	TPH1
Telotristat ethyl	TPH2
Temazepam	CYP2B6
Temazepam	CYP2C9
Temazepam	CYP3A4
Temazepam	GABRA1
Temozolomide	ABCB1
Temozolomide	ABCG2
Temozolomide	ALB
Temozolomide	ORM1
Temsirolimus	ABCB1
Temsirolimus	CYP2D6
Temsirolimus	CYP3A4
Temsirolimus	CYP3A5
Temsirolimus	CYP3A7
Temsirolimus	MTOR
Tenapanor	CYP3A4
Tenapanor	CYP3A5
Tenapanor	SLC9A3
Tenecteplase	ANXA2
Tenecteplase	CALR
Tenecteplase	CANX
Tenecteplase	CLEC3B
Tenecteplase	FGA
Tenecteplase	KRT8
Tenecteplase	LRP1
Tenecteplase	PLAUR
Tenecteplase	PLG
Tenecteplase	SERPINB2
Tenecteplase	SERPINE1
Teniposide	ABCC6
Teniposide	ABCG2
Teniposide	CYP2C19
Teniposide	CYP2C9
Teniposide	CYP3A4
Teniposide	CYP3A5
Teniposide	TOP2A
Tenofovir alafenamide	ABCB1
Tenofovir alafenamide	ABCC4
Tenofovir alafenamide	ABCG2
Tenofovir alafenamide	AK1
Tenofovir alafenamide	AK2
Tenofovir alafenamide	ALB
Tenofovir alafenamide	CES1
Tenofovir alafenamide	CTSA
Tenofovir alafenamide	CYP3A4
Tenofovir alafenamide	NME1
Tenofovir alafenamide	NME2
Tenofovir alafenamide	SLC22A6
Tenofovir alafenamide	SLC22A8
Tenofovir alafenamide	SLCO1B1
Tenofovir alafenamide	SLCO1B3
Tenofovir disoproxil	ABCB1
Tenofovir disoproxil	ABCC10
Tenofovir disoproxil	ABCC2
Tenofovir disoproxil	ABCC4
Tenofovir disoproxil	AK2
Tenofovir disoproxil	AK4
Tenofovir disoproxil	CKB
Tenofovir disoproxil	NME1
Tenofovir disoproxil	SLC22A6
Tenofovir disoproxil	SLC22A8
Tenoxicam	CYP2C9
Tenoxicam	PTGS1
Tenoxicam	PTGS2
Tenoxicam	SLC22A8
Tepotinib	ABCB1
Tepotinib	ABCG2
Tepotinib	ALB
Tepotinib	CYP2C8
Tepotinib	CYP3A4
Tepotinib	MET
Tepotinib	MTNR1B
Tepotinib	NISCH
Tepotinib	ORM1
Teprotumumab	IGF1R
Terazosin	ABCB1
Terazosin	ADRA1A
Terazosin	ADRA1B
Terazosin	ADRA1D
Terazosin	KCNH2
Terazosin	KCNH6
Terazosin	KCNH7
Terazosin	TGFB1
Terbinafine	ALB
Terbinafine	CYP1A2
Terbinafine	CYP2C19
Terbinafine	CYP2C8
Terbinafine	CYP2C9
Terbinafine	CYP2D6
Terbinafine	CYP3A4
Terbinafine	ORM1
Terbinafine	PTGS1
Terbinafine	SQLE
Terbutaline	ADRB1
Terbutaline	ADRB2
Terbutaline	ADRB3
Terbutaline	BCHE
Terbutaline	SLC22A2
Terbutaline	SLC22A5
Terbutaline	SULT2A1
Terbutaline	UGT1A1
Terfenadine	ABCB1
Terfenadine	ABCB11
Terfenadine	CHRM1
Terfenadine	CHRM2
Terfenadine	CHRM3
Terfenadine	CHRM4
Terfenadine	CHRM5
Terfenadine	CYP2C8
Terfenadine	CYP2D6
Terfenadine	CYP2J2
Terfenadine	CYP3A4
Terfenadine	CYP3A5
Terfenadine	CYP3A7
Terfenadine	HRH1
Terfenadine	KCNH2
Teriflunomide	ABCG2
Teriflunomide	CYP1A2
Teriflunomide	CYP2C8
Teriflunomide	DHODH
Teriflunomide	SLCO1B1
Teriparatide	PTH1R
Terlipressin	AVPR1A
Terlipressin	AVPR1B
Terlipressin	AVPR2
Tesamorelin	GHRHR
Testolactone	CYP19A1
Testosterone	ABCG2
Testosterone	ALB
Testosterone	AR
Testosterone	CYP11A1
Testosterone	CYP19A1
Testosterone	CYP1A1
Testosterone	CYP1B1
Testosterone	CYP2A13
Testosterone	CYP2B6
Testosterone	CYP2C19
Testosterone	CYP2C8
Testosterone	CYP2C9
Testosterone	CYP3A4
Testosterone	CYP3A43
Testosterone	CYP3A5
Testosterone	CYP3A7
Testosterone cypionate	ABCB1
Testosterone cypionate	ABCG2
Testosterone cypionate	ALB
Testosterone cypionate	AR
Testosterone cypionate	CYP11A1
Testosterone cypionate	CYP19A1
Testosterone cypionate	CYP1A1
Testosterone cypionate	CYP2A13
Testosterone cypionate	CYP2B6
Testosterone cypionate	CYP2C19
Testosterone cypionate	CYP2C8
Testosterone cypionate	CYP2C9
Testosterone cypionate	CYP3A4
Testosterone cypionate	CYP3A43
Testosterone cypionate	CYP3A5
Testosterone cypionate	CYP3A7
Testosterone cypionate	ESR1
Testosterone cypionate	MAOA
Testosterone cypionate	NR3C2
Testosterone cypionate	SHBG
Testosterone cypionate	SLC10A1
Testosterone cypionate	SLC22A3
Testosterone cypionate	SLC22A4
Testosterone cypionate	SLC22A7
Testosterone cypionate	SLC22A8
Testosterone cypionate	SLCO1A2
Testosterone cypionate	SRD5A1
Testosterone enanthate	ABCB1
Testosterone enanthate	ABCG2
Testosterone enanthate	ALB
Testosterone enanthate	AR
Testosterone enanthate	CYP11A1
Testosterone enanthate	CYP19A1
Testosterone enanthate	CYP1A1
Testosterone enanthate	CYP2A13
Testosterone enanthate	CYP2B6
Testosterone enanthate	CYP2C19
Testosterone enanthate	CYP2C8
Testosterone enanthate	CYP2C9
Testosterone enanthate	CYP3A4
Testosterone enanthate	CYP3A43
Testosterone enanthate	CYP3A5
Testosterone enanthate	CYP3A7
Testosterone enanthate	ESR1
Testosterone enanthate	MAOA
Testosterone enanthate	NR3C2
Testosterone enanthate	SHBG
Testosterone enanthate	SLC10A1
Testosterone enanthate	SLC22A3
Testosterone enanthate	SLC22A4
Testosterone enanthate	SLC22A7
Testosterone enanthate	SLC22A8
Testosterone enanthate	SLCO1A2
Testosterone enanthate	SRD5A1
Testosterone	ESR1
Testosterone	MAOA
Testosterone	NR3C2
Testosterone propionate	ABCB1
Testosterone propionate	ALB
Testosterone propionate	AR
Testosterone propionate	COMT
Testosterone propionate	CYP3A4
Testosterone propionate	SHBG
Testosterone propionate	SRD5A1
Testosterone propionate	UGT1A1
Testosterone	SHBG
Testosterone	SLC10A1
Testosterone	SLC22A7
Testosterone	SLC22A8
Testosterone	SLCO1B3
Testosterone undecanoate	ABCB1
Testosterone undecanoate	ABCG2
Testosterone undecanoate	ALB
Testosterone undecanoate	AR
Testosterone undecanoate	CYP11A1
Testosterone undecanoate	CYP19A1
Testosterone undecanoate	CYP1A1
Testosterone undecanoate	CYP1B1
Testosterone undecanoate	CYP2A13
Testosterone undecanoate	CYP2B6
Testosterone undecanoate	CYP2C19
Testosterone undecanoate	CYP2C8
Testosterone undecanoate	CYP2C9
Testosterone undecanoate	CYP3A4
Testosterone undecanoate	CYP3A43
Testosterone undecanoate	CYP3A5
Testosterone undecanoate	CYP3A7
Testosterone undecanoate	ESR1
Testosterone undecanoate	MAOA
Testosterone undecanoate	NR3C2
Testosterone undecanoate	SHBG
Testosterone undecanoate	SLC10A1
Testosterone undecanoate	SLC22A2
Testosterone undecanoate	SLC22A4
Testosterone undecanoate	SLC22A7
Testosterone undecanoate	SLC22A8
Testosterone undecanoate	SLC47A1
Testosterone undecanoate	SLCO1A2
Testosterone undecanoate	SLCO1B3
Testosterone undecanoate	SRD5A1
Tetrabenazine	CBR1
Tetrabenazine	CYP2D6
Tetrabenazine	DRD2
Tetrabenazine	SLC18A2
Tetracaine	RYR1
Tetracaine	RYR2
Tetracaine	SCN1A
Tetrachlorodecaoxide	CD163
Tetrachlorodecaoxide	MAEA
Tetracosactide	MC2R
Tetracycline	ALB
Tetracycline	CYP3A4
Tetracycline	PADI4
Tetracycline	PRNP
Tetracycline	SLC22A11
Tetracycline	SLC22A6
Tetracycline	SLC22A7
Tetracycline	SLC22A8
Tetracycline	SLCO2B1
Tetradecyl hydrogen sulfate (ester)	PROCR
Tetraferric tricitrate decahydrate	CALR
Tetraferric tricitrate decahydrate	CYBRD1
Tetraferric tricitrate decahydrate	ITGB3
Tetraferric tricitrate decahydrate	SLC11A2
Tetraferric tricitrate decahydrate	SLC40A1
Tetraferric tricitrate decahydrate	TF
Tetraferric tricitrate decahydrate	TFRC
Tetryzoline	ADRA1A
Tetryzoline	ADRA2A
Tezacaftor	ABCB1
Tezacaftor	ABCG2
Tezacaftor	CFTR
Tezacaftor	CYP3A4
Tezacaftor	CYP3A5
Tezepelumab	TSLP
Thalidomide	CRBN
Thalidomide	CYP2C19
Thalidomide	CYP2C9
Thalidomide	CYP3A5
Thalidomide	FGFR2
Thalidomide	NFKB1
Thalidomide	ORM1
Thalidomide	PTGS1
Thalidomide	PTGS2
Thalidomide	TNF
Theophylline	ADA
Theophylline	ADORA1
Theophylline	ADORA2A
Theophylline	ADORA2B
Theophylline	CPNE1
Theophylline	CYP1A1
Theophylline	CYP1A2
Theophylline	CYP1B1
Theophylline	CYP2D6
Theophylline	CYP2E1
Theophylline	CYP3A4
Theophylline	HDAC2
Theophylline	HM13
Theophylline	NOMO1
Theophylline	PARP1
Theophylline	PDE3A
Theophylline	PDE4A
Theophylline	PDE4B
Theophylline	PDE5A
Theophylline	RIC3
Theophylline	SLC22A7
Theophylline	TTLL3
Thiabendazole	CYP1A1
Thiabendazole	CYP1A2
Thiamine	ALB
Thiamine	CYP4B1
Thiamine	ENTPD5
Thiamine	SLC19A2
Thiamine	SLC19A3
Thiamine	SLC22A1
Thiamine	SLC22A2
Thiamine	SLC22A5
Thiamine	THTPA
Thiamine	TPK1
Thiamylal	CYP2C9
Thiamylal	CYP2E1
Thiamylal	CYP3A4
Thiamylal	GABRA1
Thiamylal	KCNJ11
Thiamylal	KCNJ8
Thiethylperazine	DRD2
Thimerosal	ALB
Thimerosal	FXYD2
Thimerosal	GPX1
Thimerosal	GSR
Thimerosal	ITPR1
Thimerosal	MTR
Thimerosal	SLC7A11
Thimerosal	SOD2
Thiopental	CHRM3
Thiopental	CHRNA4
Thiopental	CHRNA7
Thiopental	CYP2C19
Thiopental	CYP3A4
Thiopental	FAAH
Thiopental	GABRA1
Thiopental	GABRA2
Thiopental	GABRA3
Thiopental	GABRA4
Thiopental	GABRA5
Thiopental	GABRA6
Thiopental	GRIA2
Thiopental	GRIK2
Thioridazine	ADRA1A
Thioridazine	ADRA1B
Thioridazine	CYP2C19
Thioridazine	CYP2D6
Thioridazine	CYP2E1
Thioridazine	DRD1
Thioridazine	DRD2
Thioridazine	HTR2A
Thioridazine	KCNH2
Thiotepa	BCHE
Thiotepa	CYP2B6
Thiotepa	CYP3A4
Thiothixene	ALB
Thiothixene	CYP1A2
Thiothixene	CYP2D6
Thiothixene	DRD1
Thiothixene	DRD2
Thiothixene	HTR2A
Thiothixene	SLC22A1
Thonzonium	ATP6V1C1
Thonzylamine	CHRM1
Thonzylamine	CHRM2
Thonzylamine	CHRM3
Thonzylamine	CHRM4
Thonzylamine	CHRM5
Thonzylamine	HRH1
Threonine	SLC16A10
Threonine	TARS
Threonine	TARS2
Thrombin alfa	F5
Thrombin alfa	F8
Thrombin alfa	FGA
Thrombin alfa	FGB
Thrombin alfa	FGG
Thrombin	F11
Thrombin	F13A1
Thrombin	F13B
Thrombin	F2R
Thrombin	F2RL3
Thrombin	F5
Thrombin	F8
Thrombin	FGA
Thrombin	FGB
Thrombin	FGG
Thrombomodulin Alfa	F2
Thrombomodulin Alfa	F5
Thyroid, porcine	ALB
Thyroid, porcine	DIO1
Thyroid, porcine	DIO2
Thyroid, porcine	DIO3
Thyroid, porcine	SERPINA7
Thyroid, porcine	SLC10A1
Thyroid, porcine	SLC16A2
Thyroid, porcine	SLC7A5
Thyroid, porcine	SLCO1C1
Thyroid, porcine	SLCO3A1
Thyroid, porcine	SLCO4A1
Thyroid, porcine	SULT1A1
Thyroid, porcine	SULT1A2
Thyroid, porcine	SULT1A3
Thyroid, porcine	SULT1B1
Thyroid, porcine	SULT1C2
Thyroid, porcine	SULT1E1
Thyroid, porcine	THRA
Thyroid, porcine	THRB
Thyroid, porcine	TTR
Thyrotropin alfa	TSHR
Tiagabine	CYP3A4
Tiagabine	SLC6A1
Tiagabine	UGT1A1
Tiaprofenic acid	PTGS1
Tiaprofenic acid	PTGS2
Tibolone	ESR1
Tibolone	HSD3B1
Tibolone	HSD3B2
Tibolone	STS
Tibolone	SULT1A1
Ticagrelor	ABCB1
Ticagrelor	ALB
Ticagrelor	CYP2B6
Ticagrelor	CYP2C9
Ticagrelor	CYP3A4
Ticagrelor	CYP3A5
Ticagrelor	P2RY12
Ticlopidine	CYP1A2
Ticlopidine	CYP2B6
Ticlopidine	CYP2C19
Ticlopidine	CYP2C8
Ticlopidine	CYP2C9
Ticlopidine	CYP2D6
Ticlopidine	CYP2E1
Ticlopidine	MPO
Ticlopidine	P2RY12
Tildrakizumab	CYP4A11
Tildrakizumab	IL12B
Tiludronic acid	ALB
Tiludronic acid	ATP6V0A1
Tiludronic acid	PTPN12
Tiludronic acid	PTPN6
Tiludronic acid	PTPRE
Timolol	ABCB1
Timolol	ADRB1
Timolol	ADRB2
Timolol	CYP2C19
Timolol	CYP2D6
Tinidazole	ABCB11
Tinidazole	CYP3A4
Tinzaparin	ADAMTS4
Tinzaparin	CXCL12
Tinzaparin	ITGA4
Tinzaparin	SERPINC1
Tioconazole	CYP19A1
Tioconazole	CYP2C19
Tioconazole	CYP2E1
Tioconazole	CYP3A4
Tioconazole	CYP51A1
Tioguanine	ABCC4
Tioguanine	HPRT1
Tiopronin	MPO
Tiotropium	CHRM1
Tiotropium	CHRM2
Tiotropium	CHRM3
Tiotropium	CHRM4
Tiotropium	CHRM5
Tiotropium	CYP2D6
Tiotropium	CYP3A4
Tiotropium	SLC22A4
Tiotropium	SLC22A5
Tipiracil	SLC22A2
Tipiracil	SLC47A1
Tipiracil	TYMP
Tipranavir	ABCB1
Tipranavir	ABCB11
Tipranavir	CYP2C19
Tipranavir	CYP2D6
Tipranavir	CYP3A4
Tipranavir	SLCO1B1
Tipranavir	SLCO1B3
Tipranavir	SLCO2B1
Tipranavir	UGT1A1
Tirbanibulin	CYP1A2
Tirbanibulin	CYP2B6
Tirbanibulin	CYP2C19
Tirbanibulin	CYP2C8
Tirbanibulin	CYP2C9
Tirbanibulin	CYP2D6
Tirbanibulin	CYP3A4
Tirbanibulin	SLC22A1
Tirbanibulin	SLC22A2
Tirbanibulin	SLC47A1
Tirbanibulin	SLC47A2
Tirbanibulin	SLCO1B1
Tirbanibulin	SLCO1B3
Tirbanibulin	SRC
Tirbanibulin	TUBB
Tirofiban	ITGA2B
Tirofiban	ITGB3
Tisagenlecleucel	CD19
Tisotumab vedotin	ABCB1
Tisotumab vedotin	CYP3A4
Tisotumab vedotin	F3
Titanium dioxide	MARCO
Tivozanib	ABCB1
Tivozanib	ABCG2
Tivozanib	ALB
Tivozanib	CYP3A4
Tivozanib	FGFR1
Tivozanib	FLT1
Tivozanib	FLT3
Tivozanib	FLT4
Tivozanib	KDR
Tivozanib	KIT
Tivozanib	MET
Tivozanib	PDGFRA
Tivozanib	PDGFRB
Tivozanib	PTK6
Tivozanib	TEK
Tixocortol	HDAC2
Tixocortol	NR3C1
Tizanidine	ADRA1A
Tizanidine	ADRA2A
Tizanidine	CYP1A2
Tizanidine	NISCH
Tocainide	ALB
Tocainide	CYP1A2
Tocainide	SCN5A
Tocilizumab	CYP3A4
Tocilizumab	IL6R
Tocofersolan	ABCA1
Tocofersolan	ABCB1
Tocofersolan	ABCG5
Tocofersolan	ABCG8
Tocofersolan	APOBR
Tocofersolan	CYP3A4
Tocofersolan	CYP4F2
Tocofersolan	NPC1L1
Tocofersolan	SCARB1
Tocofersolan	SEC14L2
Tocofersolan	SEC14L3
Tocofersolan	SEC14L4
Tocofersolan	TTPA
Tocopherol	ABCB1
Tocopherol	APOBR
Tocopherol	CYP3A4
Tocopherol	CYP4F2
Tocopherol	LDLR
Tocopherol	SCARB1
Tocopherol	SEC14L2
Tocopherol	SEC14L3
Tocopherol	SEC14L4
Tocopherol	TTPA
Tocopherol	VLDLR
Tofacitinib	ALB
Tofacitinib	CYP2C19
Tofacitinib	CYP3A4
Tofacitinib	JAK1
Tofacitinib	JAK2
Tofacitinib	JAK3
Tofacitinib	TYK2
Tolazamide	ABCC8
Tolazamide	CYP2C9
Tolazoline	ADRA1A
Tolazoline	ADRA2A
Tolazoline	ADRA2B
Tolazoline	ADRA2C
Tolazoline	HRH1
Tolazoline	HRH2
Tolbutamide	ABCC8
Tolbutamide	ALB
Tolbutamide	CYP2C18
Tolbutamide	CYP2C19
Tolbutamide	CYP2C8
Tolbutamide	CYP2C9
Tolbutamide	KCNJ1
Tolbutamide	SLC15A1
Tolbutamide	SLC15A2
Tolbutamide	SLC22A6
Tolbutamide	SLCO1A2
Tolbutamide	SLCO2B1
Tolcapone	COMT
Tolcapone	CYP2C9
Tolfenamic acid	CYP3A4
Tolfenamic acid	PTGS1
Tolfenamic acid	PTGS2
Tolmetin	ALB
Tolmetin	MPO
Tolmetin	PTGS1
Tolmetin	PTGS2
Tolmetin	SLC22A6
Tolmetin	TDO2
Tolterodine	CHRM1
Tolterodine	CHRM2
Tolterodine	CHRM3
Tolterodine	CHRM4
Tolterodine	CHRM5
Tolterodine	CYP2C19
Tolterodine	CYP2C9
Tolterodine	CYP2D6
Tolterodine	CYP3A4
Tolvaptan	ABCB1
Tolvaptan	AVPR1A
Tolvaptan	AVPR2
Tolvaptan	CYP3A4
Topiramate	ABCB1
Topiramate	ALB
Topiramate	CA1
Topiramate	CA2
Topiramate	CA3
Topiramate	CA4
Topiramate	CACNA1C
Topiramate	CACNA1E
Topiramate	CYP2C19
Topiramate	CYP3A4
Topiramate	GABRA1
Topiramate	GRIK1
Topiramate	PRKAA1
Topiramate	SCN1A
Topotecan	ABCB1
Topotecan	ABCG2
Topotecan	SLC47A1
Topotecan	SLC47A2
Topotecan	TOP1
Topotecan	TOP1MT
Torasemide	ALB
Torasemide	CYP2C8
Torasemide	CYP2C9
Torasemide	SLC12A1
Torasemide	SLC12A2
Torasemide	SLCO1B1
Toremifene	ABCB1
Toremifene	CYP1A1
Toremifene	CYP3A4
Toremifene	ESR1
Toremifene	SHBG
Tositumomab	FCGR2B
Tositumomab	MS4A1
Trabectedin	CYP2C19
Trabectedin	CYP2C9
Trabectedin	CYP2D6
Trabectedin	CYP2E1
Trabectedin	CYP3A4
Trabectedin	PTGS1
Tralokinumab	IL13
Tramadol	ADORA1
Tramadol	ADRA2A
Tramadol	CHRM1
Tramadol	CHRM3
Tramadol	CHRNA7
Tramadol	CYP2B6
Tramadol	CYP2D6
Tramadol	CYP3A4
Tramadol	GRIN1
