disease	gene
spastic paraplegia, hereditary	NIPA1
spastic paraplegia, hereditary	HSPD1
spastic paraplegia, hereditary	PLP1
spastic paraplegia, hereditary	KIF5A
spastic paraplegia, hereditary	SPG11
spastic paraplegia, hereditary	ZFYVE27
spastic paraplegia, hereditary	WASHC5
spastic paraplegia, hereditary	KIF1A
spastic paraplegia, hereditary	GJC2
spastic paraplegia, hereditary	CYP7B1
spastic paraplegia, hereditary	SPG21
spastic paraplegia, hereditary	SPAST
spastic paraplegia, hereditary	L1CAM
spastic paraplegia, hereditary	SPG7
spastic paraplegia, hereditary	ZFYVE26
spastic paraplegia, hereditary	SPART
spastic paraplegia, hereditary	SLC33A1
spastic paraplegia, hereditary	CCT5
spastic paraplegia, hereditary	BSCL2
spastic paraplegia, hereditary	AP5Z1
spastic paraplegia, hereditary	FA2H
spastic paraplegia, hereditary	ATL1
spastic paraplegia, hereditary	PNPLA6
spinal cord diseases	GARS1
spinal cord diseases	TWNK
spinal cord diseases	ALS2
spinal cord diseases	DAGLA
spinal cord diseases	SYT14
spinal cord diseases	PLEKHG5
spinal cord diseases	PDYN
spinal cord diseases	PDE8B
spinal cord diseases	COQ8A
spinal cord diseases	SYNE1
spinal cord diseases	TRPV4
spinal cord diseases	SMN2
spinal cord diseases	KCNA1
spinal cord diseases	TBP
spinal cord diseases	FUS
spinal cord diseases	ATXN3
spinal cord diseases	DCTN1
spinal cord diseases	VAPB
spinal cord diseases	TTBK2
spinal cord diseases	FIG4
spinal cord diseases	C9orf72
spinal cord diseases	NEFH
spinal cord diseases	GLRA1
spinal cord diseases	GLRB
spinal cord diseases	ATXN2
spinal cord diseases	AFG3L2
spinal cord diseases	VCP
spinal cord diseases	BEAN1
spinal cord diseases	AR
spinal cord diseases	ANG
spinal cord diseases	UBQLN2
spinal cord diseases	IGHMBP2
spinal cord diseases	ZNF592
spinal cord diseases	FGF14
spinal cord diseases	KCNC3
spinal cord diseases	CACNB4
spinal cord diseases	FGGY
spinal cord diseases	OPTN
spinal cord diseases	NOP56
spinal cord diseases	SOD1
spinal cord diseases	ITPR1
spinal cord diseases	TARDBP
spinal cord diseases	CACNA1A
spinal cord diseases	PRKCG
spinal cord diseases	SPTBN2
spinal cord diseases	SIL1
spinal cord diseases	BSCL2
spinal cord diseases	ANO10
spinal cord diseases	VRK1
spinal cord diseases	POLG
spinal cord diseases	PPP2R2B
spinal cord diseases	APTX
spinal cord diseases	TGM6
spinal cord diseases	SLC1A3
spinal cord diseases	SETX
spinal cord diseases	ATXN1
spinal cord diseases	FXN
spinal cord diseases	TDP1
spinal cord diseases	ATXN7
spinal cord diseases	ATXN10
spinal cord diseases	TRPM7
spinal cord diseases	ATP7A
spinal cord diseases	DPP6
spinal cord diseases	TIAM1
spinal cord diseases	CDC42
spinal cord diseases	UNC13A
spinal cord diseases	KIFAP3
spinal cord diseases	IFNK
spinal cord diseases	ZNF746
spinal cord diseases	C9orf72
spinal diseases	THBS2
spinal diseases	MICA
spinal diseases	ENPP1
spinal diseases	MMP9
spinal diseases	LTA
spinal diseases	COL9A2
spinal diseases	COL9A3
spinal diseases	ASPN
spinal diseases	TNF
spinal diseases	CILP
spinal diseases	IL12B
spinal diseases	B3GNT2
spinal diseases	KIF21B
spinal diseases	TBKBP1
spinal diseases	TMEM17
spinal diseases	EDIL3
spinal diseases	HLA-C
spinal diseases	ANO6
spinal diseases	SYF2
spinal diseases	ERAP1
spinal diseases	LBX1
spinal diseases	REL
spinal diseases	ADRA1B
spinal diseases	KPNB1
spinal diseases	LTBR
spinal diseases	IL23R
spinal diseases	RUNX3
spinal diseases	TRAF3IP2
spinocerebellar ataxias	PDYN
spinocerebellar ataxias	TWNK
spinocerebellar ataxias	DAGLA
spinocerebellar ataxias	PDE8B
spinocerebellar ataxias	COQ8A
spinocerebellar ataxias	SYNE1
spinocerebellar ataxias	PPP2R2B
spinocerebellar ataxias	KCNA1
spinocerebellar ataxias	TBP
spinocerebellar ataxias	ATM
spinocerebellar ataxias	PRKCG
spinocerebellar ataxias	ATXN3
spinocerebellar ataxias	TTBK2
spinocerebellar ataxias	AFG3L2
spinocerebellar ataxias	BEAN1
spinocerebellar ataxias	FGF14
spinocerebellar ataxias	KCNC3
spinocerebellar ataxias	SYT14
spinocerebellar ataxias	CACNB4
spinocerebellar ataxias	NOP56
spinocerebellar ataxias	ITPR1
spinocerebellar ataxias	CACNA1A
spinocerebellar ataxias	SPTBN2
spinocerebellar ataxias	ZNF592
spinocerebellar ataxias	ANO10
spinocerebellar ataxias	POLG
spinocerebellar ataxias	TGM6
spinocerebellar ataxias	SLC1A3
spinocerebellar ataxias	SETX
spinocerebellar ataxias	ATXN1
spinocerebellar ataxias	ATXN2
spinocerebellar ataxias	TDP1
spinocerebellar ataxias	ATXN7
spinocerebellar ataxias	ATXN10
spinocerebellar degenerations	PDYN
spinocerebellar degenerations	TWNK
spinocerebellar degenerations	DAGLA
spinocerebellar degenerations	PDE8B
spinocerebellar degenerations	COQ8A
spinocerebellar degenerations	SYNE1
spinocerebellar degenerations	PPP2R2B
spinocerebellar degenerations	KCNA1
spinocerebellar degenerations	TBP
spinocerebellar degenerations	PRKCG
spinocerebellar degenerations	ATXN3
spinocerebellar degenerations	TTBK2
spinocerebellar degenerations	SYT14
spinocerebellar degenerations	ATXN2
spinocerebellar degenerations	AFG3L2
spinocerebellar degenerations	BEAN1
spinocerebellar degenerations	FGF14
spinocerebellar degenerations	KCNC3
spinocerebellar degenerations	CACNB4
spinocerebellar degenerations	NOP56
spinocerebellar degenerations	ITPR1
spinocerebellar degenerations	CACNA1A
spinocerebellar degenerations	SPTBN2
spinocerebellar degenerations	SIL1
spinocerebellar degenerations	ANO10
spinocerebellar degenerations	ZNF592
spinocerebellar degenerations	POLG
spinocerebellar degenerations	APTX
spinocerebellar degenerations	TGM6
spinocerebellar degenerations	SLC1A3
spinocerebellar degenerations	SETX
spinocerebellar degenerations	ATXN1
spinocerebellar degenerations	FXN
spinocerebellar degenerations	TDP1
spinocerebellar degenerations	ATXN7
spinocerebellar degenerations	ATXN10
spondylarthritis	TNF
spondylarthritis	MICA
spondylarthritis	LTA
spondylarthritis	IL12B
spondylarthritis	B3GNT2
spondylarthritis	KIF21B
spondylarthritis	TBKBP1
spondylarthritis	TMEM17
spondylarthritis	EDIL3
spondylarthritis	HLA-C
spondylarthritis	ANO6
spondylarthritis	SYF2
spondylarthritis	ERAP1
spondylarthritis	REL
spondylarthritis	ADRA1B
spondylarthritis	KPNB1
spondylarthritis	LTBR
spondylarthritis	IL23R
spondylarthritis	RUNX3
spondylarthritis	TRAF3IP2
spondylarthropathies	TNF
spondylarthropathies	MICA
spondylarthropathies	LTA
spondylarthropathies	IL12B
spondylarthropathies	B3GNT2
spondylarthropathies	KIF21B
spondylarthropathies	TBKBP1
spondylarthropathies	TMEM17
spondylarthropathies	EDIL3
spondylarthropathies	HLA-C
spondylarthropathies	ANO6
spondylarthropathies	SYF2
spondylarthropathies	ERAP1
spondylarthropathies	REL
spondylarthropathies	ADRA1B
spondylarthropathies	KPNB1
spondylarthropathies	LTBR
spondylarthropathies	IL23R
spondylarthropathies	RUNX3
spondylarthropathies	TRAF3IP2
spondylitis	TNF
spondylitis	MICA
spondylitis	LTA
spondylitis	IL12B
spondylitis	B3GNT2
spondylitis	KIF21B
spondylitis	TBKBP1
spondylitis	TMEM17
spondylitis	EDIL3
spondylitis	HLA-C
spondylitis	ANO6
spondylitis	SYF2
spondylitis	ERAP1
spondylitis	REL
spondylitis	ADRA1B
spondylitis	KPNB1
spondylitis	LTBR
spondylitis	IL23R
spondylitis	RUNX3
spondylitis	TRAF3IP2
spondylitis, ankylosing	IL12B
spondylitis, ankylosing	ADRA1B
spondylitis, ankylosing	LTBR
spondylitis, ankylosing	KPNB1
spondylitis, ankylosing	KIF21B
spondylitis, ankylosing	EDIL3
spondylitis, ankylosing	RUNX3
spondylitis, ankylosing	ANO6
spondylitis, ankylosing	SYF2
spondylitis, ankylosing	ERAP1
spondylitis, ankylosing	TBKBP1
spondylitis, ankylosing	B3GNT2
spondylitis, ankylosing	IL23R
spondylitis, ankylosing	TMEM17
stomatognathic diseases	FAM83H
stomatognathic diseases	DLX3
stomatognathic diseases	CTSC
stomatognathic diseases	COL11A2
stomatognathic diseases	DSPP
stomatognathic diseases	TBX22
stomatognathic diseases	SOS1
stomatognathic diseases	PTCH1
stomatognathic diseases	MSX1
stomatognathic diseases	SH3BP2
stomatognathic diseases	PTH1R
stomatognathic diseases	AMELX
stomatognathic diseases	ENAM
stomatognathic diseases	KLK4
stomatognathic diseases	RBM10
stomatognathic diseases	MMP20
stomatognathic diseases	SATB2
stomatognathic diseases	GLT6D1
stomatognathic diseases	TNFRSF19
stomatognathic diseases	GSDMC
stomatognathic diseases	HCG22
stomatognathic diseases	NOG
stomatognathic diseases	CBLN2
stomatognathic diseases	SHTN1
stomatognathic diseases	MOG
stomatognathic diseases	IL12RB2
stomatognathic diseases	HLA-B
stomatognathic diseases	HLA-C
stomatognathic diseases	C6orf15
stomatognathic diseases	SACS
stomatognathic diseases	IRF6
stomatognathic diseases	ZFP57
stomatognathic diseases	IL10
stomatognathic diseases	PSORS1C1
stomatognathic diseases	HLA-G
stomatognathic diseases	POU5F1
stomatognathic diseases	IER3
stomatognathic diseases	MECOM
stomatognathic diseases	DDR1
stomatognathic diseases	IL23R
stomatognathic diseases	VAX1
stomatognathic diseases	PSORS1C2
stomatognathic diseases	UTP25
stomatognathic diseases	HLA-DRB1
stomatognathic diseases	C17orf67
stomatognathic diseases	CCHCR1
stomatognathic system abnormalities	FAM83H
stomatognathic system abnormalities	DLX3
stomatognathic system abnormalities	COL11A2
stomatognathic system abnormalities	DSPP
stomatognathic system abnormalities	TBX22
stomatognathic system abnormalities	SOS1
stomatognathic system abnormalities	MSX1
stomatognathic system abnormalities	AMELX
stomatognathic system abnormalities	ENAM
stomatognathic system abnormalities	KLK4
stomatognathic system abnormalities	RBM10
stomatognathic system abnormalities	MMP20
stomatognathic system abnormalities	SATB2
stomatognathic system abnormalities	CBLN2
stomatognathic system abnormalities	SHTN1
stomatognathic system abnormalities	VAX1
stomatognathic system abnormalities	IRF6
stomatognathic system abnormalities	NOG
stomatognathic system abnormalities	UTP25
stomatognathic system abnormalities	GSDMC
stomatognathic system abnormalities	C17orf67
tauopathies	RALGPS2
tauopathies	GBA
tauopathies	TYROBP
tauopathies	SNCAIP
tauopathies	MT-ND1
tauopathies	MT-ND2
tauopathies	TREM2
tauopathies	MAPT
tauopathies	PSEN1
tauopathies	APP
tauopathies	PSEN2
tauopathies	PRKN
tauopathies	APOE
tauopathies	OLR1
tauopathies	CYP27C1
tauopathies	EIF2AK3
tauopathies	TOMM40
tauopathies	BIN1
tauopathies	PICALM
tauopathies	ABCA7
tauopathies	CLU
tauopathies	SCARA3
tauopathies	SH3RF3
tauopathies	MS4A4E
tauopathies	EDAR
tauopathies	MTHFD1L
tauopathies	CR1
tauopathies	APOC1
tauopathies	CD2AP
tauopathies	IRF4
tauopathies	MOBP
tauopathies	STX6
tauopathies	GAB2
tauopathies	ZNF292
tauopathies	MS4A6A
tauopathies	EPHA1
tauopathies	CD33
tauopathies	MAPT
tauopathies	NECTIN2
tauopathies	MS4A4A
tauopathies	CD8B
tdp-43 proteinopathies	SOD1
tdp-43 proteinopathies	TMEM106B
tdp-43 proteinopathies	PSEN1
tdp-43 proteinopathies	FUS
tdp-43 proteinopathies	DCTN1
tdp-43 proteinopathies	ALS2
tdp-43 proteinopathies	C9orf72
tdp-43 proteinopathies	NEFH
tdp-43 proteinopathies	FIG4
tdp-43 proteinopathies	VCP
tdp-43 proteinopathies	ANG
tdp-43 proteinopathies	UBQLN2
tdp-43 proteinopathies	OPTN
tdp-43 proteinopathies	FGGY
tdp-43 proteinopathies	TARDBP
tdp-43 proteinopathies	VAPB
tdp-43 proteinopathies	CHMP2B
tdp-43 proteinopathies	GRN
tdp-43 proteinopathies	MAPT
tdp-43 proteinopathies	SETX
tdp-43 proteinopathies	ATXN2
tdp-43 proteinopathies	TRPM7
tdp-43 proteinopathies	DPP6
tdp-43 proteinopathies	TIAM1
tdp-43 proteinopathies	CDC42
tdp-43 proteinopathies	UNC13A
tdp-43 proteinopathies	KIFAP3
tdp-43 proteinopathies	IFNK
tdp-43 proteinopathies	ZNF746
tdp-43 proteinopathies	C9orf72
thoracic neoplasms	SLC22A18
thoracic neoplasms	STK11
thoracic neoplasms	SAA1
thoracic neoplasms	SAA2
thoracic neoplasms	TP53
thoracic neoplasms	PRKAR1A
thoracic neoplasms	BRAF
thoracic neoplasms	DLEC1
thoracic neoplasms	EGFR
thoracic neoplasms	MYH8
thoracic neoplasms	NSD3
thoracic neoplasms	SLC34A2
thoracic neoplasms	ERBB2
thoracic neoplasms	CD74
thoracic neoplasms	HYKK
thoracic neoplasms	TNFRSF19
thoracic neoplasms	MIPEP
thoracic neoplasms	MTMR3
thoracic neoplasms	TP63
thoracic neoplasms	CHRNA3
thoracic neoplasms	CLPTM1L
thoracic neoplasms	XXYLT1
thoracic neoplasms	TERT
thoracic neoplasms	BAG6
thyroid diseases	SLC26A4
thyroid diseases	NKX2-1
thyroid diseases	IYD
thyroid diseases	GLIS3
thyroid diseases	THRB
thyroid diseases	TSHR
thyroid diseases	HRAS
thyroid diseases	NKX2-5
thyroid diseases	CTLA4
thyroid diseases	PAX8
thyroid diseases	FCRL3
thyroid diseases	NDUFA13
thyroid diseases	TG
thyroid diseases	SLC5A5
thyroid diseases	DUOX2
thyroid diseases	DUOXA2
thyroid diseases	ALB
thyroid diseases	HCG22
thyroid diseases	TSHR
thyroid diseases	RHOH
thyroid diseases	ITPR3
thyroid diseases	CAPZB
thyroid diseases	MICOS10
thyroid diseases	ABCF1
thyroid diseases	FOXE1
thyroid diseases	CEP43
thyroid diseases	TSBP1
thyroid diseases	DYNLRB2
thyroid diseases	FCRL3
thyroid diseases	GRM4
thyroid diseases	MAF
thyroid diseases	RNASET2
thyroid diseases	CTLA4
thyroid diseases	MBIP
thyroid diseases	C6orf15
thyroid diseases	MUC21
thyroid diseases	HLA-DQB1
thyroid diseases	MLN
thyroid diseases	HLA-DQA2
thyroid diseases	FAM227B
thyroid diseases	CHRNA9
thyroid diseases	BRMS1L
thyroid diseases	FGF7
urination disorders	COL4A3
urination disorders	COL4A4
urination disorders	SLC5A2
urination disorders	KCND2
urination disorders	PARD3B
urination disorders	OLIG1
urination disorders	SSBP2
urination disorders	MREG
urination disorders	TLL1
urination disorders	F3
urination disorders	CCSER1
urination disorders	ICOS
urination disorders	ANKRD7
urination disorders	SLC44A3
urination disorders	ST8SIA4
urination disorders	FGF20
urination disorders	DPP4
urination disorders	CENPC
urination disorders	MICU3
urination disorders	EIF3A
urination disorders	CUBN
urination disorders	MALRD1
urination disorders	CDKAL1
urogenital abnormalities	CDC5L
urogenital abnormalities	RXFP2
urogenital abnormalities	MAP3K1
urogenital abnormalities	NR0B1
urogenital abnormalities	HSD17B4
urogenital abnormalities	HSD17B3
urogenital abnormalities	AMH
urogenital abnormalities	CYP21A2
urogenital abnormalities	SOX9
urogenital abnormalities	WT1
urogenital abnormalities	CYP17A1
urogenital abnormalities	CYP11B1
urogenital abnormalities	DHH
urogenital abnormalities	CBX2
urogenital abnormalities	AR
urogenital abnormalities	FGFR1
urogenital abnormalities	ANOS1
urogenital abnormalities	RSPO1
urogenital abnormalities	ROR2
urogenital abnormalities	PROK2
urogenital abnormalities	SRY
urogenital abnormalities	MYH9
urogenital abnormalities	SRD5A2
urogenital abnormalities	AMHR2
urogenital abnormalities	HSD3B2
urogenital abnormalities	INSL3
urogenital abnormalities	COL4A3
urogenital abnormalities	COL4A5
urogenital abnormalities	COL4A4
urogenital abnormalities	FSHR
urogenital abnormalities	STAR
urogenital abnormalities	CHD7
urogenital abnormalities	PROKR2
urogenital abnormalities	NR5A1
urogenital abnormalities	FGF8
urogenital abnormalities	DGKK
urogenital neoplasms	SUZ12
urogenital neoplasms	ELAC2
urogenital neoplasms	PIK3CA
urogenital neoplasms	TFE3
urogenital neoplasms	CHEK2
urogenital neoplasms	MSH3
urogenital neoplasms	MSH2
urogenital neoplasms	HNF1B
urogenital neoplasms	EHBP1
urogenital neoplasms	RAD51C
urogenital neoplasms	PRKN
urogenital neoplasms	MSMB
urogenital neoplasms	BBS9
urogenital neoplasms	PTEN
urogenital neoplasms	HSPBAP1
urogenital neoplasms	WT1
urogenital neoplasms	PRCC
urogenital neoplasms	JAZF1
urogenital neoplasms	RB1
urogenital neoplasms	LHCGR
urogenital neoplasms	RNASEL
urogenital neoplasms	OGG1
urogenital neoplasms	POU6F2
urogenital neoplasms	AR
urogenital neoplasms	FGFR3
urogenital neoplasms	NONO
urogenital neoplasms	MLH1
urogenital neoplasms	KLF6
urogenital neoplasms	AKT1
urogenital neoplasms	HACE1
urogenital neoplasms	BRCA2
urogenital neoplasms	PBRM1
urogenital neoplasms	CDH1
urogenital neoplasms	BRCA1
urogenital neoplasms	RRAS2
urogenital neoplasms	RAD51D
urogenital neoplasms	HRAS
urogenital neoplasms	CTNNB1
urogenital neoplasms	MSH6
urogenital neoplasms	MET
urogenital neoplasms	RNF139
urogenital neoplasms	MXI1
urogenital neoplasms	FH
urogenital neoplasms	SFPQ
urogenital neoplasms	MSLN
urogenital neoplasms	EPHB2
urogenital neoplasms	FLCN
urogenital neoplasms	DICER1
urogenital neoplasms	OPCML
urogenital neoplasms	MSR1
urogenital neoplasms	ASPSCR1
urogenital neoplasms	SLC49A4
urogenital neoplasms	ERBB2
urogenital neoplasms	VHL
urogenital neoplasms	TP63
urogenital neoplasms	IRX2
urogenital neoplasms	LMTK2
urogenital neoplasms	PSD3
urogenital neoplasms	C19orf12
