side_effect	protein	ADJ_pvalue
Alanine aminotransferase increased	TOP2A	0.160224406524235
Alopecia	TOP2A	0.0858984089939305
Anaemia	TOP2A	0.0516479254651619
Anaphylactoid reaction	TOP2A	0.155338257431739
Anorectal discomfort	TOP2A	0.0345544048450721
Anorectal disorder	TOP2A	0.18896682994315
Aplasia	TOP2A	0.109339808228379
Aplastic anaemia	TOP2A	0.172959593709957
Ascites	TOP2A	0.054823394212959
Balanitis	TOP2A	0.0752079636442187
Balanoposthitis	TOP2A	0.109339808228379
Blood bilirubin increased	TOP2A	0.172959593709957
Blood urea increased	TOP2A	0.0352691915730398
Blood uric acid increased	TOP2A	0.040924336627069
Body temperature increased	TOP2A	0.148993172937023
Caecitis	TOP2A	0.127012436588442
Candida infection	TOP2A	0.168081287724778
Cardiac failure congestive	TOP2A	0.0341952762793338
Cardiogenic shock	TOP2A	0.162936832164899
Cardiomyopathy	TOP2A	0.0241273681906929
Cardiotoxicity	TOP2A	1.22338060431867e-06
Chills	TOP2A	0.199831094723677
Congestive cardiomyopathy	TOP2A	0.127012436588442
Cryptococcosis	TOP2A	0.0580036954033661
Cystitis haemorrhagic	TOP2A	0.197713655535628
Dysphagia	TOP2A	0.175196114012033
Effusion	TOP2A	0.0752079636442187
Ejection fraction decreased	TOP2A	0.00287282731544674
Embolism	TOP2A	0.196043073779166
Erythema nodosum	TOP2A	0.0912783406119208
Extravasation	TOP2A	1.57650911682462e-05
Faecalith	TOP2A	0.197713655535628
Faecaloma	TOP2A	0.197713655535628
Febrile neutropenia	TOP2A	0.000765211533446404
Folliculitis	TOP2A	0.198256123930009
Fungal skin infection	TOP2A	0.00653203273841847
Gastrointestinal pain	TOP2A	0.126613489630132
Gastrointestinal toxicity	TOP2A	0.000239584163542797
Gingivitis	TOP2A	0.0831029159164435
Haemoglobin	TOP2A	0.0371675147521556
Haemorrhage	TOP2A	0.0394328033433337
Hand and foot syndrome secondary to sickle cell anaemia	TOP2A	0.0580036954033661
Heart disease congenital	TOP2A	0.0918597996158032
Heart sounds abnormal	TOP2A	0.0752079636442187
Hepatic cancer metastatic	TOP2A	0.109339808228379
Hepatic failure	TOP2A	0.159674517977161
Hepatosplenomegaly	TOP2A	0.144103362920142
Hydronephrosis	TOP2A	0.144103362920142
Hypermagnesaemia	TOP2A	0.109339808228379
Hyperphosphataemia	TOP2A	0.0764285975870784
Hyperuricaemia	TOP2A	0.0282447829849661
Hypochloraemia	TOP2A	0.0918597996158032
Immunodeficiency	TOP2A	0.0918597996158032
Inflammation	TOP2A	0.0390585806473515
Injection site infection	TOP2A	0.109339808228379
Injection site inflammation	TOP2A	0.107686442824715
Ketosis	TOP2A	0.127012436588442
Lactic acidosis	TOP2A	0.144103362920142
Leukaemia	TOP2A	0.0143057946255692
Leukopenia	TOP2A	0.13712964134071
Leukoplakia oral	TOP2A	0.0580036954033661
Local reaction	TOP2A	0.020413782501774
Lymphangitis	TOP2A	0.0918597996158032
Metastases to liver	TOP2A	0.109339808228379
Mucosal inflammation	TOP2A	0.00148618312684026
Mucous membrane disorder	TOP2A	0.0248547691749745
Multi-organ failure	TOP2A	0.124722274901831
Myelodysplastic syndrome	TOP2A	0.0143057946255692
Myeloid leukaemia	TOP2A	0.109339808228379
Myocarditis	TOP2A	0.0613675027484147
Necrosis	TOP2A	0.000754942477693706
Necrotising colitis	TOP2A	0.0918597996158032
Neurotoxicity	TOP2A	0.00372260505378068
Neutropenia	TOP2A	0.0712700732493821
Neutropenic sepsis	TOP2A	0.00590459935154792
Ocular toxicity	TOP2A	0.0580036954033661
Oedema genital	TOP2A	0.109339808228379
Oesophagitis	TOP2A	0.0752079636442187
Onycholysis	TOP2A	0.0119481197145642
Oral herpes	TOP2A	0.197713655535628
Ovarian cancer	TOP2A	0.144103362920142
Palmar-plantar erythrodysaesthesia syndrome	TOP2A	0.000677395702977629
Pancytopenia	TOP2A	0.00223969913891672
Peripheral vascular disorder	TOP2A	0.18896682994315
Phlebitis	TOP2A	0.000823428791823539
Pigmentation disorder	TOP2A	0.171062664132231
Pneumocystis jirovecii pneumonia	TOP2A	0.109339808228379
Pneumonia	TOP2A	0.186871810194062
Proctitis	TOP2A	0.0416124417230612
Pseudolymphoma	TOP2A	0.197713655535628
Radiation injury	TOP2A	0.000677395702977629
Recall phenomenon	TOP2A	0.000340440916812543
Rectal tenesmus	TOP2A	0.179776431332389
Red blood cell abnormality	TOP2A	0.0580036954033661
Retinitis	TOP2A	0.0752079636442187
Sensitisation	TOP2A	0.109339808228379
Sepsis	TOP2A	0.000559962875012947
Septic shock	TOP2A	0.0327094123434254
Sinus tachycardia	TOP2A	0.0635881573666281
Skin candida	TOP2A	0.0752079636442187
Skin discolouration	TOP2A	0.183434893906977
Skin exfoliation	TOP2A	0.193815532463665
Skin hyperpigmentation	TOP2A	0.0922658737195231
Skin necrosis	TOP2A	0.198256123930009
Stomatitis	TOP2A	0.00292701976642197
Supraventricular extrasystoles	TOP2A	0.151575512024146
Tachyarrhythmia	TOP2A	0.0158638231616326
Testicular disorder	TOP2A	0.127012436588442
Thrombocytopenia	TOP2A	0.11973530465959
Tumour lysis syndrome	TOP2A	0.107686442824715
Tumour necrosis	TOP2A	0.0580036954033661
Ulcer	TOP2A	0.00372260505378068
Ureteric obstruction	TOP2A	0.00214950494378751
Urine output	TOP2A	0.00214950494378751
Vaginal discharge	TOP2A	0.163150475057213
Ventricular dysfunction	TOP2A	0.0752079636442187
Vulvovaginal candidiasis	TOP2A	0.18896682994315
Vulvovaginal mycotic infection	TOP2A	0.18896682994315
Acute respiratory distress syndrome	TUBB	0.151721523898434
Blister	TUBB	0.0891046417698902
Disseminated intravascular coagulation	TUBB	0.160342603683722
Extravasation	TUBB	0.0167120973910432
Febrile neutropenia	TUBB	0.151721523898434
Hypoaesthesia	TUBB	0.119998599866284
Ileus	TUBB	0.0167120973910432
Ileus paralytic	TUBB	0.000223158236519733
Inappropriate antidiuretic hormone secretion	TUBB	0.0149007413993993
Intestinal obstruction	TUBB	0.106365150124136
Ischaemia	TUBB	0.135684428135317
Neuritis	TUBB	0.0186615781237236
Neuropathy peripheral	TUBB	0.0952593791616162
Neurotoxicity	TUBB	0.168448369801675
Neutropenic sepsis	TUBB	0.0898775123265409
Pain in jaw	TUBB	0.00235904223900637
Pancytopenia	TUBB	0.0952593791616162
Peripheral coldness	TUBB	0.175851541226101
Peripheral motor neuropathy	TUBB	0.00682514159424812
Sensory loss	TUBB	0.120708971641609
Septic shock	TUBB	0.183890320572681
Tumour pain	TUBB	0.0457321328023117
Anaemia	TYMS	0.142138916796416
Arrhythmia supraventricular	TYMS	0.0334626629157263
Cellulitis	TYMS	0.167240585333486
Creatinine renal clearance decreased	TYMS	0.0242960311253295
Dehydration	TYMS	0.108895962576383
Febrile neutropenia	TYMS	0.0151448891725814
Hepatic cancer metastatic	TYMS	0.0294762182802171
Influenza like illness	TYMS	0.173766748758502
Leukopenia	TYMS	0.136889757484264
Metastases to liver	TYMS	0.0294762182802171
Neoplasm malignant	TYMS	0.13979636356309
Neurotoxicity	TYMS	0.132228251162363
Neutropenia	TYMS	0.0221140620154917
Odynophagia	TYMS	0.0242960311253295
Oedema	TYMS	0.154450298402829
Pancytopenia	TYMS	0.185972409923629
Peripheral motor neuropathy	TYMS	0.0640080139080032
Peripheral sensory neuropathy	TYMS	0.0106280232108176
Recall phenomenon	TYMS	0.0640080139080032
Renal failure	TYMS	0.137874175262379
Renal failure chronic	TYMS	0.10102312593377
Sepsis	TYMS	0.00753706648351199
Sinus tachycardia	TYMS	0.197782809438255
Skin exfoliation	TYMS	0.0337731981599328
Toxic epidermal necrolysis	TYMS	0.0696686695057333
Abdominal pain	UGT1A1	0.00269550591839129
Abdominal pain lower	UGT1A1	0.178430723519509
Abdominal pain upper	UGT1A1	0.0793487509536174
Alanine aminotransferase increased	UGT1A1	0.109955242877639
Alopecia	UGT1A1	0.0188490982567054
Amblyopia	UGT1A1	0.17752596902425
Amylase increased	UGT1A1	0.00261140233109196
Anaemia	UGT1A1	0.111005524035239
Anaemia macrocytic	UGT1A1	0.118705859595839
Antinuclear antibody positive	UGT1A1	0.118705859595839
Aplasia pure red cell	UGT1A1	0.0116584012263077
Arthralgia	UGT1A1	0.0229544312929814
Arthritis	UGT1A1	0.16363905095411
Asthenia	UGT1A1	0.0948241382111494
Basedow's disease	UGT1A1	0.0971628109408291
Blood thyroid stimulating hormone increased	UGT1A1	0.00724973979710172
Blood triglycerides increased	UGT1A1	0.139716461804609
Bronchitis	UGT1A1	0.105900649059964
Connective tissue disorder	UGT1A1	0.107364216857277
Cough	UGT1A1	0.00988604113587887
Cushing's syndrome	UGT1A1	0.178495891437069
Dermatitis bullous	UGT1A1	0.0980689451520039
Diarrhoea	UGT1A1	0.164356250498051
Dizziness	UGT1A1	0.129492314112875
Drug reaction with eosinophilia and systemic symptoms	UGT1A1	0.0410620998867805
Drug-induced liver injury	UGT1A1	0.00181138409915614
Epidermal necrosis	UGT1A1	0.178495891437069
Erythema multiforme	UGT1A1	0.186210777638565
Exfoliative rash	UGT1A1	0.140893495682244
Facial paresis	UGT1A1	0.178495891437069
Fanconi syndrome	UGT1A1	0.178495891437069
Fatigue	UGT1A1	0.0469145127652741
Flatulence	UGT1A1	0.0926704165353995
Folliculitis	UGT1A1	0.181558016669753
Gastritis	UGT1A1	0.183890320572681
Gastrointestinal disorder	UGT1A1	0.123319838382745
Gastrointestinal haemorrhage	UGT1A1	0.181875925190808
Gastrointestinal pain	UGT1A1	0.0188612898641099
Gastrointestinal perforation	UGT1A1	0.0869330216174179
Haemoglobin	UGT1A1	0.166047314993095
Haemorrhage	UGT1A1	0.175851541226101
Hepatic cancer	UGT1A1	0.0240854080982959
Hepatic failure	UGT1A1	0.017268032099441
Hepatitis	UGT1A1	0.0543764810456051
Hepatitis C	UGT1A1	0.178495891437069
Hepatitis toxic	UGT1A1	0.18896682994315
Hepatobiliary disease	UGT1A1	0.00943344837467696
Hepatocellular carcinoma	UGT1A1	0.0173543305611097
Hepatotoxicity	UGT1A1	0.197261195019853
Hirsutism	UGT1A1	0.194645416977136
Hyperbilirubinaemia	UGT1A1	0.170048056336552
Hyperkinesia	UGT1A1	0.189378687496603
Hypothyroidism	UGT1A1	0.168304920588798
Influenza like illness	UGT1A1	0.104678680207246
Insomnia	UGT1A1	0.0708692791281288
Insulin resistance	UGT1A1	0.0410620998867805
Intestinal perforation	UGT1A1	0.03735081111842
Jaundice	UGT1A1	0.109714540557226
Lenticular opacities	UGT1A1	0.0408069512218568
Lipase increased	UGT1A1	0.0164015338143319
Lipoatrophy	UGT1A1	0.178495891437069
Loss of consciousness	UGT1A1	0.140009336523543
Lung cancer metastatic	UGT1A1	0.178495891437069
Meningitis aseptic	UGT1A1	0.118705859595839
Metabolic acidosis	UGT1A1	0.161597875398787
Mouth ulceration	UGT1A1	0.0902199445427164
Muscle spasms	UGT1A1	0.0261642959226989
Muscular weakness	UGT1A1	0.133195387269871
Musculoskeletal discomfort	UGT1A1	0.0180794694590139
Myalgia	UGT1A1	0.0387229077762043
Nephritis	UGT1A1	0.0869330216174179
Nephropathy	UGT1A1	0.142116836073653
Neuropathy peripheral	UGT1A1	0.0909291823673639
Neutropenia	UGT1A1	0.133195387269871
Oesophageal pain	UGT1A1	0.178495891437069
Opportunistic infection	UGT1A1	0.178430723519509
Pancreatitis	UGT1A1	0.0006401266598484
Pancreatitis acute	UGT1A1	0.161597875398787
Pharyngitis	UGT1A1	0.0235879589097932
Protein urine present	UGT1A1	0.0993359590011923
Proteinuria	UGT1A1	0.0873473647980131
Rash	UGT1A1	0.190171253856401
Rash pustular	UGT1A1	0.197261195019853
Renal failure	UGT1A1	0.0350463536710707
Renal failure acute	UGT1A1	0.058964026668976
Respiratory acidosis	UGT1A1	0.178495891437069
Rhabdomyolysis	UGT1A1	0.0125722320570447
Rhinitis	UGT1A1	0.175242373059483
Stomatitis	UGT1A1	0.198182200439982
Subileus	UGT1A1	0.178495891437069
Syncope	UGT1A1	0.194518540143287
Systemic lupus erythematosus	UGT1A1	0.0707049075441154
Tendinous contracture	UGT1A1	0.178495891437069
Thrombocytopenia	UGT1A1	0.113462370102949
Thyroid function test abnormal	UGT1A1	0.00395919157820931
Toxic epidermal necrolysis	UGT1A1	0.190348270152479
Tubulointerstitial nephritis	UGT1A1	0.129845222557147
Vasculitis	UGT1A1	0.0993359590011923
Bleeding time prolonged	UGT1A10	0.0700627567021714
Bronchitis	UGT1A10	0.124244314840388
Cutaneous lupus erythematosus	UGT1A10	0.0242960311253295
Cutaneous vasculitis	UGT1A10	0.0013997907514651
Cystitis	UGT1A10	0.183842799153204
Cystitis noninfective	UGT1A10	0.183842799153204
Endometrial cancer	UGT1A10	0.046209378216067
Epidermal necrosis	UGT1A10	0.0145376948719721
Fracture	UGT1A10	0.191387530028977
Hepatic necrosis	UGT1A10	0.184495629887554
Multiple fractures	UGT1A10	0.191387530028977
Pharyngitis	UGT1A10	0.193705080988572
Sinusitis	UGT1A10	0.179312592263484
Uterine haemorrhage	UGT1A10	0.138691550025729
Vaginal discharge	UGT1A10	0.0715387950563575
Vaginal haemorrhage	UGT1A10	0.136617228293829
Vaginal infection	UGT1A10	0.180239825110106
Vaginal inflammation	UGT1A10	0.163683413185613
Vasculitis	UGT1A10	0.0898775123265409
Weight increased	UGT1A10	0.196111909399994
Abdominal pain upper	UGT1A3	0.119855406597676
Alopecia	UGT1A3	0.142539529517755
Angioedema	UGT1A3	0.105815614262804
Antinuclear antibody positive	UGT1A3	0.158451827926009
Asthenia	UGT1A3	0.0985727397452087
Bleeding time prolonged	UGT1A3	0.0555543707089415
Blister	UGT1A3	0.156276756930739
Cataract	UGT1A3	0.0477331063983025
Cognitive disorder	UGT1A3	0.0294762182802171
Cutaneous vasculitis	UGT1A3	0.018845500966413
Dermatitis bullous	UGT1A3	0.0887633709182451
Dizziness	UGT1A3	0.195231994481275
Emotional distress	UGT1A3	0.172879867478046
Epidermal necrosis	UGT1A3	0.00412373949939448
Fanconi syndrome	UGT1A3	0.0640080139080032
Fatigue	UGT1A3	0.010593856564701
Henoch-Schonlein purpura	UGT1A3	0.063259594550999
Hepatic cancer	UGT1A3	0.158451827926009
Hepatic failure	UGT1A3	0.0267851276734145
Hepatitis	UGT1A3	0.0823255465377157
Hepatobiliary disease	UGT1A3	0.188545738815886
Hepatocellular carcinoma	UGT1A3	0.138249191951993
Influenza	UGT1A3	0.156634798358799
Influenza like illness	UGT1A3	0.0947921991913445
Jaundice	UGT1A3	0.196462117621992
Lenticular opacities	UGT1A3	0.196164113763055
Myoglobin urine present	UGT1A3	0.0824247154484813
Myoglobinuria	UGT1A3	0.0824247154484813
Nasal dryness	UGT1A3	0.113462370102949
Pancreatitis	UGT1A3	0.184801101202078
Pancreatitis acute	UGT1A3	0.0203966172309215
Pharyngitis	UGT1A3	0.188545738815886
Renal tubular disorder	UGT1A3	0.119861376558211
Tubulointerstitial nephritis	UGT1A3	0.104700998416408
Vasculitis	UGT1A3	0.0911284808912338
Agitation	UGT1A4	0.082201066461676
Akathisia	UGT1A4	0.128478299028257
Asthenia	UGT1A4	0.183866467163216
Bleeding time prolonged	UGT1A4	0.191996962797525
Blister	UGT1A4	0.0876790968236346
Catatonia	UGT1A4	0.191996962797525
Cholestasis	UGT1A4	0.138111355263702
Cogwheel rigidity	UGT1A4	0.191996962797525
Constipation	UGT1A4	0.181807727045023
Cutaneous vasculitis	UGT1A4	0.103156418272523
Delusion	UGT1A4	0.193483010416389
Dementia	UGT1A4	0.119325811486231
Depression	UGT1A4	0.192972640732956
Drug withdrawal syndrome neonatal	UGT1A4	0.117920444658441
Dry mouth	UGT1A4	0.148470138159593
Dysarthria	UGT1A4	0.029790468374716
Dyskinesia	UGT1A4	0.15528111569837
Dysphagia	UGT1A4	0.0841979671890344
Dysphemia	UGT1A4	0.046209378216067
Embolism venous	UGT1A4	0.172902777108728
Euphoric mood	UGT1A4	0.159674517977161
Extrapyramidal disorder	UGT1A4	0.0201949698344368
Faecalith	UGT1A4	0.162936832164899
Faecaloma	UGT1A4	0.162936832164899
Fatigue	UGT1A4	0.0353200535269893
Fracture	UGT1A4	0.156687137871235
Gait disturbance	UGT1A4	0.159674517977161
Galactorrhoea	UGT1A4	0.0349121796808002
Hypertriglyceridaemia	UGT1A4	0.172902777108728
Ileus paralytic	UGT1A4	0.148794390715746
Increased appetite	UGT1A4	0.046209378216067
Jaundice	UGT1A4	0.157112435176394
Joint stiffness	UGT1A4	0.0724505298081766
Leukopenia	UGT1A4	0.113481663874451
Liver injury	UGT1A4	0.198507425591804
Masked facies	UGT1A4	0.117920444658441
Miosis	UGT1A4	0.112015981041021
Multiple fractures	UGT1A4	0.156687137871235
Muscle rigidity	UGT1A4	0.0712675199387642
Muscle twitching	UGT1A4	0.0455311277898027
Mydriasis	UGT1A4	0.182309635714501
Nervousness	UGT1A4	0.128478299028257
Neuroleptic malignant syndrome	UGT1A4	0.0213955958018639
Nystagmus	UGT1A4	0.171848328085835
Osteoarthritis	UGT1A4	0.00931685309041842
Parkinsonism	UGT1A4	0.00805342857947446
Petit mal epilepsy	UGT1A4	0.0745136703300219
Psychotic disorder	UGT1A4	0.108004593871693
Schizophrenia	UGT1A4	0.046209378216067
Sneezing	UGT1A4	0.126489530080735
Somnolence	UGT1A4	0.120552150702327
Swelling	UGT1A4	0.102011059133019
Tardive dyskinesia	UGT1A4	0.0345544048450721
Throat tightness	UGT1A4	0.0402755120566398
Traumatic liver injury	UGT1A4	0.0914004127444701
Weight increased	UGT1A4	0.0131794937029372
Wheezing	UGT1A4	0.0546184145784603
Albuminuria	UGT1A6	0.139560080534528
Amblyopia	UGT1A6	0.00472321875628493
Anaemia macrocytic	UGT1A6	0.0653577330909339
Aplasia pure red cell	UGT1A6	0.00262911763454992
Apnoea	UGT1A6	0.178517004907539
Asterixis	UGT1A6	0.0317912032846377
Atelectasis	UGT1A6	0.166138609680619
Bradycardia	UGT1A6	0.181602929075245
Cardiac arrest	UGT1A6	0.198507425591804
Cardiac failure congestive	UGT1A6	0.134909190495504
Chills	UGT1A6	0.146329743401696
Chromaturia	UGT1A6	0.193483010416389
Coagulopathy	UGT1A6	0.164350052366834
Cryptococcosis	UGT1A6	0.0242960311253295
Deafness	UGT1A6	0.175071415814599
Diplopia	UGT1A6	0.0720073256886851
Ear pain	UGT1A6	0.0363026511352015
Encephalitis	UGT1A6	0.0653577330909339
Erythema nodosum	UGT1A6	0.166138609680619
Hepatitis C	UGT1A6	0.0242960311253295
Hyperglycaemia	UGT1A6	0.129792539704591
Hypertonia	UGT1A6	0.137788704996496
Hyperventilation	UGT1A6	0.159288653717926
Hypoproteinaemia	UGT1A6	0.166138609680619
Hypotonia	UGT1A6	0.113117401354781
Hypovolaemia	UGT1A6	0.128324707804536
Ileus	UGT1A6	0.139560080534528
Increased bronchial secretion	UGT1A6	0.146749024549948
Injection site inflammation	UGT1A6	0.184022662989725
Injury	UGT1A6	0.147806506984613
Intracranial pressure increased	UGT1A6	0.0180464516837392
Leukocytosis	UGT1A6	0.0659140148010681
Meningitis	UGT1A6	0.0356558191102455
Mental disability	UGT1A6	0.0473887683367945
Metabolic acidosis	UGT1A6	0.0248030851046458
Muscle relaxant therapy	UGT1A6	0.109013649453426
Muscle twitching	UGT1A6	0.120243573426371
Nephropathy	UGT1A6	0.0512916551743787
Nystagmus	UGT1A6	0.00775467903233986
Oliguria	UGT1A6	0.0573257582651913
Osteoarthritis	UGT1A6	0.070151706820861
Osteopenia	UGT1A6	0.0918597996158032
Osteoporosis	UGT1A6	0.092071192486326
Pancreatitis	UGT1A6	0.0976899544779564
Pharyngitis	UGT1A6	0.0496038686734065
Rash pustular	UGT1A6	0.0399104511938357
Respiratory acidosis	UGT1A6	0.0242960311253295
Sepsis	UGT1A6	0.184495629887554
Sputum increased	UGT1A6	0.128324707804536
Thinking abnormal	UGT1A6	0.0198718933882217
Thyroid function test abnormal	UGT1A6	0.0317912032846377
Weight increased	UGT1A6	0.18650414943506
Anaemia	UGT1A9	0.0766181789510149
Anaphylactic shock	UGT1A9	0.0719067157536509
Bleeding time prolonged	UGT1A9	0.0282310521871025
Blood thyroid stimulating hormone increased	UGT1A9	0.175196114012033
Bronchitis	UGT1A9	0.169775099177362
Cardiac failure congestive	UGT1A9	0.0616501934808264
Cataract	UGT1A9	0.03735081111842
Cholangitis	UGT1A9	0.037179020171982
Cholelithiasis	UGT1A9	0.196626733964176
Cough	UGT1A9	0.15388503975619
Cryptococcosis	UGT1A9	0.113433827100755
Deafness	UGT1A9	0.103602429975462
Dermatitis exfoliative	UGT1A9	0.036545940095882
Dizziness	UGT1A9	0.0530586187288792
Drug-induced liver injury	UGT1A9	0.113433827100755
Duodenal ulcer	UGT1A9	0.178430723519509
Duodenitis	UGT1A9	0.113462370102949
Dyspepsia	UGT1A9	0.0818993134468926
Ecchymosis	UGT1A9	0.0200789773993349
Epidermal necrosis	UGT1A9	0.000541540621405997
Eructation	UGT1A9	0.181795711729907
Fanconi syndrome	UGT1A9	0.113433827100755
Fatigue	UGT1A9	0.117965679310365
Flatulence	UGT1A9	0.131089861755675
Gastric ulcer	UGT1A9	0.196626733964176
Gastritis	UGT1A9	0.0326568550116049
Gastrointestinal haemorrhage	UGT1A9	0.0969454987687332
Gastrointestinal perforation	UGT1A9	0.0338427170456042
Haemorrhoidal haemorrhage	UGT1A9	0.143784250171396
Hepatic enzyme increased	UGT1A9	0.130747356679078
Hepatic function abnormal	UGT1A9	0.091710324305157
Hyperglycaemia	UGT1A9	0.114874180851089
Hypovolaemia	UGT1A9	0.160460900694446
Ileus	UGT1A9	0.0889379096928759
Influenza like illness	UGT1A9	0.194985239413964
Intestinal perforation	UGT1A9	0.193225409245315
Jaundice	UGT1A9	0.0523439494366701
Leukocytoclastic vasculitis	UGT1A9	0.0149619556898063
Liver function test abnormal	UGT1A9	0.131510450193269
Loss of consciousness	UGT1A9	0.0543125087773115
Meningitis	UGT1A9	0.104030725848811
Musculoskeletal stiffness	UGT1A9	0.149363409759126
Nephrotic syndrome	UGT1A9	0.155696186931339
Oedema	UGT1A9	0.185352361859625
Oesophagitis	UGT1A9	0.0933424705458797
Oliguria	UGT1A9	0.196956404657549
Pancreatitis	UGT1A9	0.0271303796648646
Peptic ulcer	UGT1A9	0.0592635008473893
Piloerection	UGT1A9	0.113433827100755
Protein urine present	UGT1A9	0.0529788694104769
Proteinuria	UGT1A9	0.0463739590544299
Pulmonary function test decreased	UGT1A9	0.143151467437281
Rash pustular	UGT1A9	0.130442187339702
Renal failure	UGT1A9	0.0461797644589401
Respiratory acidosis	UGT1A9	0.113433827100755
Respiratory depression	UGT1A9	0.143151467437281
Shock	UGT1A9	0.082201066461676
Syncope	UGT1A9	0.0432746127498219
Synovitis	UGT1A9	0.143784250171396
Toxic epidermal necrolysis	UGT1A9	0.124722274901831
Tubulointerstitial nephritis	UGT1A9	0.00900775379916813
Vertigo	UGT1A9	0.0673285333067054
